id,group_id,class_id,sub_class_id,description,keywords
285,643,6430,64302,Activities of unit trusts,"b'In-house trust activities, Unit trust activities'"
286,643,6430,64303,Activities of venture and development capital companies,"b'Development capital company, Venture and development capital companies and funds activities'"
287,643,6430,64304,Activities of open-ended investment companies,b'Open-ended investment companies'
288,643,6430,64305,Activities of property unit trusts,b'Property unit trusts'
289,643,6430,64306,Activities of real estate investment trusts,b'Real estate investment trusts'
290,649,6491,64910,Financial leasing,b'Financial leasing'
291,649,6492,64921,Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,"b'Building societies personal finance subsidiaries activities, Pawnbroker (principally lending money), Money lender, Loan company (other than in banks sector), Hire purchase company (other than in banks sector), Finance house activities (non-deposit taking), Credit card issuer (sole activity - requiring full payment at end of credit period), Consumer credit granting company (other than banks or building societies), Check trader activities, Vehicle fuel credit card services'"
292,649,6492,64922,Activities of mortgage finance companies,"b'Mortgage finance companies activities (other than banks and building societies), Ship mortgage finance company'"
293,649,6492,64929,Other credit granting (not including credit granting by non-deposit taking finance houses and other specialist consumer credit grantors and activities of mortgage finance companies) n.e.c.,"b'Banking institutions in Channel Islands and Isle of Man activities (not in UK banking sector), Banks not authorised by the FSA as deposit taking, Channel Islands and Isle of Man banking institutes, Export finance company (other than in banks sector), Finance corporation for industry, Mortgage corporation for agriculture'"
294,649,6499,64991,Security dealing on own account,"b'Bill broker on own account (other than discount house), Share dealer on own account, Securities dealer on own account, Inter-dealer brokers, Financial futures, options and other derivatives dealing in on own account, Dealer in stocks and shares on own account, Commodities dealing for investment purposes, Bullion dealer in investment grades, Bullion broker on own account, Stock exchange money broker activities'"
295,649,6499,64992,Factoring,"b'Debt purchasing, Discount company (e.g. Debt factoring), Factoring company (buying book debts), Invoice discounting'"
296,649,6499,64999,"Other financial , except insurance and pension funding, (not including security dealing on own account and factoring) n.e.c.","b'Financial intermediation n.e.c. , Securitisation activities, Swaps, options and other hedging arrangements, Underwriter (stock and share issues), Viatical settlement company activities'"
297,651,6511,65110,Life insurance,"b'Assurance company (life), Friendly society (not collecting society), Life assurance, Provident fund (life), Underwriter (life insurance)'"
298,651,6512,65120,Non-life insurance,"b'Accident insurance, Lloyds underwriter (non-life), Marine insurance, Motor insurance, Pecuniary loss insurance, Personal injury insurance, Plate glass insurance, Pluvium insurance, Property insurance, Provident fund (non-life), Sports insurance, Transport insurance, Travel insurance, Underwriter (non-life insurance), Livestock insurance, Liability insurance, Insurance (non-life), Aviation insurance, Benevolent society (insurance), Boiler insurance, Collecting society, Contingency insurance, Export credit guarantee department, Fire insurance, Health insurance, Hospital contribution scheme, Hospital saving association, House insurance, Industrial insurance, Injury insurance, Weather insurance'"
299,652,6520,65201,Life reinsurance,b'Life re-insurance'
300,652,6520,65202,Non-life reinsurance,"b'Non-life reinsurance, Non-life reinsurance related to pension funding, Re-insurance company (non-life)'"
301,653,6530,65300,Pension funding,"b'Employee benefit plans, Pension fund (autonomous), Pension funding except compulsory social security, Pension funds and plans, Retirement incomes provision, Retirement plans, Superannuation fund (autonomous)'"
302,661,6611,66110,Administration of financial markets,"b'Bankers clearing house, Clearing house (banking), Commodity contracts exchanges administration , Company registration agent, Financial markets administration, Futures commodity contracts exchanges administration , Securities exchanges administration , Stock exchange activities, Stock or commodity options exchanges administration'"
303,661,6612,66120,Security and commodity contracts brokerage,"b'Bill broking on behalf of others (other than discount house), Security and commodity contracts dealing activities, Securities dealing on behalf of others, Securities broking, Money changer, Investment broking, Foreign exchange broker, Dealing in securities on behalf of others, Dealing in finance markets for others (e.g. Stock broking); related activities (not fund management), Custodians and settlement services, Currency broking, Corporate finance companies, Commodity contracts brokerage, Bureaux de change activities, Bullion broking on behalf of others, Share dealer on behalf of others'"
304,661,6619,66190,"Other activities auxiliary to financial services, except insurance and pension funding","b'Company promoting, Public trust office, Paying agent, Organisation and development of electronic money circulation, Nominee company, Mortgage broker activities, Mortgage agent, Issuing house, Investment advisory services, Interbank (worldwide financial telecommunications society), Independent financial advisors (not specialising in insurance or pensions advice), Financial transactions centre, Financial advisor, Deposit broker, Credit or finance broking, Trustee, fiduciary and custody services on a fee or contract basis'"
305,662,6621,66210,Risk and damage evaluation,"b'Adjuster (insurance), Average adjuster, Damage evaluators activities, Insurance risk evaluators activities, Loss adjuster'"
306,662,6622,66220,Activities of insurance agents and brokers,"b'Insurance agent (not employed by insurance company), Insurance agents activities, Insurance broker (not employed by insurance company), Insurance brokers activities, Insurance consultancy services, Underwriting brokers'"
307,662,6629,66290,Other activities auxiliary to insurance and pension funding,"b'Actuarial services, Pension consultancy services, Pension consultants (own account)'"
308,663,6630,66300,Fund management activities,"b'Fund management activities, Mutual funds management, Pension fund management, Portfolio management services'"
309,681,6810,68100,Buying and selling of own real estate,"b'Apartment buildings buying and selling, Building sales and purchase, Dwellings buying and selling, Land buying and selling, Real estate buying and selling, Real estate owner, Static caravan sales'"
310,682,6820,68201,Renting and operating of Housing Association real estate,"b'Housing association (social housing for rental), Renting and operating of housing association real estate'"
311,682,6820,68202,Letting and operating of conference and exhibition centres,"b'Conference centre letting (self owned), Exhibition centre letting (self owned)'"
312,682,6820,68209,Letting and operating of own or leased real estate (other than Housing Association real estate and conference and exhibition services) n.e.c.,"b'Agricultural land letting, Maisonettes letting, Mansions letting, Mobile home letting (residential), Non-residential buildings letting, Offices letting, Property leasing (other than conference centres and exhibition halls), Renting and operating of self-owned or leased real estate, Residential chambers letting, Residential mobile home sites operation, Service flat letting, Shop letting, Landlord of real estate, Land letting, Industrial estate letting, Apartment buildings letting, Caravan residential site letting, Development for building projects for own operation, Dwellings letting, Estate company (owning and managing), Factory letting, Flat letting, Freeholder of leasehold property, Garage letting (lock up), Ground, landlord, House letting (private), Timeshare operations (real estate)'"
313,691,6910,69101,Barristers at law,"b'Advocate of the Scottish bar, Barrister, Queens counsel'"
314,691,6910,69102,Solicitors,"b'Attorney, Lawyer, Solicitor (own account)'"
315,691,6910,69109,Activities of patent and copyright agents; other legal activities (other than those of barristers and solicitors) n.e.c.,"b'Arbitrators legal activities, Patent agent, Patents preparation, Process server, Referees legal activities, Scrivenery, Sheriffs officer, Software copyright consultancy activities, Trade mark agent, Trusts preparation, Wills preparation, Parliamentary agent, Notary public, Bailiffs activities, Copyrights preparation, Deeds preparation, Law agent, Law writing, Legal activities n.e.c., Legal documentation and certification activities, Legal examiner activities, Legal services in connection with the disposal of assets by auction, Notary activities, Writer to the signet'"
316,692,6920,69201,"Accounting, and auditing activities","b'Accountancy services, Accounting activities, Attestations, valuations and preparation of pro forma statements, Auditing activities, Compilation of financial statements, Cost accountant, Cost draughtsman (legal), Official Receiver'"
317,692,6920,69202,Bookkeeping activities,"b'Book-keeping activities, Company secretary, Payroll bureau'"
318,692,6920,69203,Tax consultancy,b'Tax consultancy'
319,701,7010,70100,Activities of head offices,"b'Head office of catering company, Head office of construction company, Head office of motor trades company, Head office of other non-financial company, Head office of production company, Head office of retail company, Head office of service trades company, Head office of transport company, Head office of wholesale company'"
320,712,7120,71200,Technical testing and analysis,"b'Water measuring related to cleanness, Sworn timber measurer, Strength and failure testing, Ships certification, Ship surveyor, Road-safety testing of motor vehicles, Radiographic testing of welds and joints, Radioactivity measuring, Quality control, Public analyst, Pressurised containers certification, Sworn weigher, Technical and non-destructive testing services, Timber measurer, Testing or analysing laboratory, Testing of physical characteristics and performance of materials , Testing of composition and purity of minerals, Testing of calculations for building elements, Testing and measuring of environmental indicators: air and water pollution , Technical testing of lifting and handling equipment, Technical testing of bridges and other engineering structures, Technical inspection services of buildings, Technical automobile inspection activities, Pollution measuring, Police laboratories, Pipeline and ancillary equipment testing activities, Food hygiene testing activities, Electrophoresis, Composition and purity testing and analysis, Chemist, Bacteriologist (non medical), Assay office, Analytical chemist, Aircraft certification, Air measuring related to cleanness, Agricultural grain electrophoresis, Integrated mechanical and electrical system testing and analysis, Leak testing and flow monitoring activities, Physicist, Performance testing of complete machinery , Nuclear plant certification, Motor vehicles certification, MOT testing station, Metallurgist (private practice), Marine surveyor, Marine insurance survey activities, Marine cargo surveyor, Lloyds Register of Shipping, Acoustics and vibration testing'"
321,722,7220,72200,Research and experimental development on social sciences and humanities,"b'Economic and Social Research Council, Social sciences research and experimental development, Social Science Research Council, Psychology research and experimental development, National foundation for educational research, Multi-disciplinary research and development predominantly on social sciences and humanities, Linguistics research and experimental development, Legal sciences research and experimental development, Law research and experimental development, Languages research and experimental development, Humanities research and experimental development, Educational research and experimental development, Economics, research and experimental development, Sociology research and experimental development'"
322,732,7320,73200,Market research and public opinion polling,"b'Export consultant, Market research agency, Market research consultant, Market research organisation, Market, social and economic research services, Public opinion polling, Survey analysis and other social and economic intelligence services, Survey design services'"
323,741,7410,74100,Specialised design activities,"b'Boot and shoe designing, Lace designing, Jewellery designing, Interior designers, Interior decorator activities, Interior decor design, Graphic designer, Furniture designing, Fashion designing, Costume designing, Clothes designer, Calico printers designing, Textile or wallpaper printing designing'"
324,742,7420,74201,Portrait photographic activities,"b'Passport photography, Photographic studio, Portrait photographer, Portrait photography, School photography'"
325,742,7420,74202,Other specialist photography (not including portrait photography),"b'Aerial photography (other than for cartographic and spatial activity purposes), Downhole photography services, Medical and biological photography, Micro-filming activities, Photomicrography, Underwater photography services, X-ray and other speciality photography activities'"
326,742,7420,74203,Film processing,"b'Film copying (not motion picture), Slide and negative duplicating, Restoration, copying and retouching of photographs, Photographic colour printing, Photograph printing, Photograph mounting, Photograph finishing, Photograph enlarging, Photograph developing, Photograph copying, Photograph colouring, One hour photo shop (not part of camera shop), Motion picture developing, Film processing, Slide mounting'"
327,742,7420,74209,Other photographic activities (not including portrait and other specialist photography and film processing) n.e.c.,"b'Fashion photography, Videoing of live events such as weddings, graduations, conventions, fashion shows, etc., Street photographer, Real estate photography, Press photographers, Picture agency, Photojournalists, Photography for commercials, publishers or tourism purposes, Photographing of live events such as weddings, graduations, conventions, fashion shows, etc., Wedding photography'"
328,749,7490,74901,Environmental consulting activities,"b'Energy efficiency consultancy activities, Environmental project consultancy activities, Noise control consultancy activities'"
329,749,7490,74902,Quantity surveying activities,"b'Cost draughtsman (quantity surveyor), Quantity surveying activities'"
330,749,7490,74909,"Other professional, scientific and technical activities (not including environmental consultancy or quantity surveying) n.e.c.","b'Agents and agencies in entertainment , Franchisers, Literary agency, Marine consultant (other than environmental consultancy) , Partnership agent, Patent broker, Publicans broker, Quality assurance consultancy activities, Security consultancy for industrial, household and public services, Theatrical agency, Valuer (any trade except real estate), Variety agency, Way-bills issue and procurement, Business transfer agent, Business brokerage and appraisal activities, Agents and agencies in motion picture theatrical production , Agents and agencies in placement of artworks with publishers , Agents and agencies in placement of books with publishers , Agents and agencies in placement of photographs publishers , Agents and agencies in placement of plays with publishers producers , Agents and agencies in sports attractions, Agricultural valuer, Agronomy consulting, Appraiser and valuer (not insurance or real estate), Band agency, Bill auditing and freight rate information, Business brokerage activities , Weather forecasting activities'"
331,750,7500,75000,Veterinary activities,"b'Animal ambulance activities, Veterinary laboratory, Veterinary assistants or other auxiliary veterinary personnel, Veterinary activities, Registered veterinarian, Peoples dispensary for sick animals (not animal care units), Clinico-pathological and other diagnostic activities pertaining to animals, Animal hospital supervised or run by registered veterinarian, Animal hospital run by veterinary surgeon, Animal hospital (RSPCA, PDSA, Blue Cross), Animal health care and control activities for pet animals, Animal health care and control activities for farm animals, Veterinary surgery'"
332,772,7721,77210,Renting and leasing of recreational and sports goods,"b'Beach chairs and umbrellas renting and leasing, Photographic equipment hire, Piano hire, Pleasure boats rental, Recreational and sports goods renting and leasing, Scenery rental, Skis renting and leasing, Sound equipment rental, Sports equipment rental, Musical instrument rental, Marquee hire, Bicycle hire, Book rental, Camera hire, Canoes and sailboats renting and leasing, Fancy dress hire, Journal rental, Juke boxes leasing, Magazines rental, Theatrical costumes rental'"
333,772,7722,77220,Renting of video tapes and disks,"b'CDs and disks rental , Dvd rental, Records rental, Video tape rental'"
334,772,7729,77291,Renting and leasing of media entertainment equipment,"b'Media entertainment equipment renting and leasing, Radio (domestic) hire, Television (domestic) hire, Video recorder/player (domestic) hire'"
335,772,7729,77299,Renting and leasing of personal and household goods (other than media entertainment equipment) n.e.c.,"b'Books, journals and magazine renting and leasing , Jewellery rental and leasing , Kitchenware rental and leasing , Machinery and equipment used by amateurs or as a hobby e.g. Home repair tools rental and leasing, Medical and paramedical equipment (e.g. Crutches) rental and leasing , Musical instruments rental and leasing, Pottery rental and leasing , Tableware rental and leasing , Textiles rental and leasing , Theatrical costumes leasing, Theatrical scenery leasing, Housewares rental and leasing , Household goods hire, Glass rental and leasing , Clothes hire, Crockery hire, Cutlery hire, Do-it-yourself machinery and equipment hire, Electrical domestic appliance rental and leasing, Electronic equipment for household use renting leasing , Flowers and plants rental and leasing, Footwear rental and leasing , Furniture rental and leasing , Garden tool hire, Wearing apparel rental and leasing '"
336,774,7740,77400,"Leasing of intellectual property and similar products, except copyrighted works","b'Leasing of intellectual property and the like (not copyrighted works e.g. Books and software), Leasing of non-financial intangible assets, Receiving royalties or licensing fees for the use of brand names, Receiving royalties or licensing fees for the use of franchise agreements, Receiving royalties or licensing fees for the use of mineral exploration and evaluation, Receiving royalties or licensing fees for the use of patented entities, Receiving royalties or licensing fees for the use of trademarks or service marks'"
337,781,7810,78101,"Motion picture, television and other theatrical casting","b'Casting activities for motion pictures, television and theatre, Casting agencies and bureaux'"
338,781,7810,78109,"Activities of employment placement agencies (other than motion picture, television and other theatrical casting) n.e.c.","b'Employment consultants, Employment placement agencies , Executive employment placement and search activities , Executive recruitment consultant, Labour recruitment, On-line employment placement agencies, Sales management recruitment consultant'"
339,782,7820,78200,Temporary employment agency activities,"b'Commercial or industrial workers (supply) (temporary employment agency), Teaching personnel (supply) (temporary employment agency), Supply and provision of personnel (temporary employment agency), Personnel provision (temporary employment agency), Office support personnel (supply) (temporary employment agency), Nursing agency (supplying nurses) (temporary employment agency), Medical personnel (supply) (temporary employment agency), Executive personnel (supply) (temporary employment agency), Employment agency (temporary), Domestic agency (temporary employment agency), Temporary employment agency activities'"
340,783,7830,78300,Other human resources provision,b'Human resources provision on a long term or permanent basis'
341,791,7911,79110,Travel agency activities,"b'Automobile association touring department, Ticket agencies for travel, Royal Automobile Club touring department, Passenger agent (not transport authority), Passage agent, Packaged tour sales, Motorists organisation touring department, Excursion agency, Chartered rail travel, Travel agency activities'"
342,791,7912,79120,Tour operator activities,b'Tour operator activities'
343,799,7990,79901,Activities of tourist guides,"b'Courier (travel), Tourist guide activities'"
344,799,7990,79909,Other reservation service and related activities (not including activities of tourist guides),"b'British Tourist Authority, Tourist board or information service, Tourist assistance activities n.e.c., Tourism promotion activities, Time-share exchange services, Ticket sales for other recreational activities, Ticket sales activities for sports events, Ticket agencies for theatre, Ticket agencies for other entertainment activities, Theatre ticket agency, Information bureau for tourists, Holiday information centre, Visitor assistance services'"
345,801,8010,80100,Private security activities,"b'Armoured car services, Surveillance activities, Street patrol, Store detective activities, Security transport of valuables and money, Security shredding of information on any media, Security guard services, Security delivery of prisoners, Security activities (not government), Private security activities, Polygraph services, Guard activities, Fingerprinting services, Dog training for security purposes, Bodyguard activities, Watchman activities'"
346,802,8020,80200,Security systems service activities,"b'Alarm monitoring activities, Monitoring of electronic security alarm systems, Monitoring activities by mechanical or electrical protective devices, Installation of fire and burglar alarm systems if together with monitoring of the same systems, Installation and repair of mechanical safes and security vaults with monitoring, Installation and repair of mechanical locking devices with monitoring, Installation and repair of electronic safes security vaults with monitoring, Installation and repair of electronic locking devices with monitoring, Burglar and fire alarm monitoring including installation and maintenance , Security systems service activities'"
347,803,8030,80300,Investigation activities,"b'Enquiry agency, Inquiry agency, Internet abuse monitoring, Investigation activities, Private detective, Private investigator activities'"
348,811,8110,81100,Combined facilities support activities,"b'Centralised supply and purchasing services (public sector), Combined facilities support activities, Facilities management, Operational services of government owned or occupied buildings (public sector), Residents property management'"
349,812,8121,81210,General cleaning of buildings,"b'Building cleaning activities, Cleaning service for factory, office or shop, Commercial cleaner, Contract cleaning service, Factory cleaning contractor, General cleaning of houses or apartments, Industrial cleaning, Janitorial services, Office cleaning contractor'"
350,812,8129,81291,Disinfecting and extermination services,"b'Disinfecting of dwellings and other buildings, Wood rot preventative treatment service, Vermin destroying (not agricultural), Train disinfecting and exterminating activities, Ship fumigating and scrubbing, Ship disinfecting and exterminating activities, Rodent destroying (not agricultural), Rat catcher (not especially for agriculture), Pest destruction service (not especially for agriculture), Pest control services (except agricultural), Local authority pest control department, Fumigation services, Exterminating of insects, rodents and other pests (except agricultural), Wood worm preventative treatment service'"
351,812,8129,81299,Cleaning services (other than disinfecting and extermination services) n.e.c,"b'Aeroplane cleaning (non-specialised), Transport equipment cleaning (non-specialised), Train cleaning (non-specialised), Swimming pool cleaning and maintenance activities, Street cleaning and watering, Snow and ice clearing of highways, etc., Sanding or salting of highways, etc., Rental of lavatory cubicles, Outdoor sweeping and watering of parking lots, streets, paths, public spaces etc., Industrial equipment cleaning (non-specialised), Hygiene contracting, Highway cleaning of snow and ice, Cleaning services n.e.c., Cleaning of the inside of road and sea tankers, Bus cleaning (non- specialised), Bottle cleaning, Airport runways clearing of snow and ice, Underground train cleaning (non-specialised)'"
352,813,8130,81300,Landscape service activities,"b'Gardens and sport installations, planting and maintenance on a fee or contract basis, Hedge trimming on a fee or contract basis (except as an agricultural service activity), Landscape contracting, Landscape gardening, Landscape measures for protecting the environment, Park laying out, planting and maintenance on a fee or contract basis, Planting, laying out and maintenance of gardens, parks and green areas for sports installations, Tree pruning, replanting, on a fee or contract basis (except as an agricultural service activity)'"
353,821,8211,82110,Combined office administrative service activities,"b'Combined office admin. Services (e.g. Reception, billing, record keeping, personnel, mail services), Combined secretarial activities'"
354,821,8219,82190,"Photocopying, document preparation and other specialised office support activities","b'Blueprinting, Transcription of documents, and other secretarial services , Shorthand writing, Reprographic activities (other than printing), Proof reading, Photocopying, Multigraphing, Mailing pre-sorting , Mailbox rental, Letter or resume writing, Envelope stuffing, sealing and mailing service including for advertising, Envelope addressing service, Duplicating service, Document preparation, Document copying service, Direct mailing, Circular addressing, Typing, word processing and desk top publication service'"
355,822,8220,82200,Activities of call centres,"b'Call centres undertaking market research or public opinion polling , Call centres working on a fee or contract basis, Inbound call centres , Outbound call centres '"
356,823,8230,82301,Activities of exhibition and fair organizers,"b'Exhibition contracting and organising, Exhibition stand design, Exhibition stand hire, Fair organiser, Trade centre, Trades exhibition organiser'"
357,823,8230,82302,Activities of conference organizers,b'Conference organisers'
358,829,8291,82911,Activities of collection agencies,"b'Bill collecting, Debt collector'"
359,829,8291,82912,Activities of credit bureaus,"b'Credit bureau, Credit rating, Financial and credit reporting'"
360,829,8292,82920,Packaging activities,"b'Aerosol filling on a fee or contract basis, Parcel packing and gift wrapping on a fee or contract basis, Packing of medicaments into edible capsules, Packaging of solids , Packaging activities on a fee or contract basis, Liquids bottling on a fee or contract basis, Labelling, stamping and imprinting on a fee or contract basis, Food bottling and packaging on a fee or contract basis, Bottling on a fee or contract basis, Blister packaging foil-covered packaging , Beverage bottling on a fee or contract basis, Security packaging of pharmaceutical preparations'"
361,829,8299,82990,Other business support service activities n.e.c.,"b'Agricultural showground, Luncheon voucher company, Meter reading on a fee or contract basis, Parking meter coin collection services, Public record searching, Public stenography services, Real-time closed captioning , Repossession services, Stock control activities, Trading stamp activities, Loyalty programme administration, Information bureau (not tourist), Bar code imprinting services, Broadcasting transmission rights agent, Business activities n.e.c., Court reporting services, Fashion agent, Fashion artist, Fundraising organisation services on a contract or fee basis, Gas, water and electricity meter reading, Independent auctioneers, Vehicle licence issuing on a fee or contract basis'"
362,841,8411,84110,General public administration activities,"b'Central government administration, Taxation schemes, Tax violation investigation services, Statistical services (public sector), Public fund services administration, Public debt services administration, Local government administration, General public administration activities, General personnel administration and operational services (public sector), Fundamental research administration (public sector), Fiscal services (public sector), Financial services (public sector), Executive and legislative administration (public sector), Economic and social planning administration (public sector), Duty and tax collection, Customs administration, Trust territory programme administration (public sector)'"
363,841,8412,84120,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security","b'Community amenity services administration (public sector), Recreational services administration (public sector), Public administration of sport programmes , Public administration of social services programmes , Public administration of research and development policies , Public administration of recreation programmes , Public administration of housing programmes , Public administration of health programmes , Public administration of environment programmes , Public administration of education programmes , Pollution standards, dissemination and information services (public sector), Housing services administration (public sector), Health care services administration (public sector), Gambling Commission, Environmental services administration (public sector), Educational services administration (public sector), Dental service administration (public sector), Cultural services administration (public sector), Religious services administration (public sector)'"
364,841,8413,84130,Regulation of and contribution to more efficient operation of businesses,"b'Agricultural services administration and regulation (public sector), Hunting services administration and regulation (public sector), Labour affairs services administration and regulation (public sector), Land registry, Manufacturing services administration and regulation (public sector), Mineral resource services administration and regulation (public sector), Mining services administration and regulation (public sector), Multipurpose development project services administration (public sector), Tourism services administration and regulation (public sector), Fuel services administration and regulation (public sector), Forestry services administration and regulation (public sector), Catering trade services administration and regulation (public sector), Commercial services administration and regulation (public sector), Communication services administration and regulation (public sector), Construction services administration and regulation (public sector), Distribution services administration and regulation (public sector), Economic services administration and regulation (public sector), Energy services administration and regulation (public sector), Fishing services administration and regulation (public sector), Transport services administration and regulation (public sector)'"
365,842,8421,84210,Foreign affairs,"b'Consular services abroad administration and operation (public sector), Economic aid missions accredited to foreign governments (public sector), Foreign economic aid services administration (public sector), Information and cultural services abroad administration and operation (public sector), International peace keeping forces contribution including assignment of manpower, Military aid missions accredited to foreign governments (public sector), Non-military aid programmes to developing countries (public sector), Technical assistance and training programmes abroad (public sector)'"
366,842,8422,84220,Defence activities,"b""Administration of defence-related research and development policies and related funds, Ministry of Defence (forces personnel), Ministry of Defence Headquarters, Pay and personnel agency (armed forces), Princess Mary's RAFNS, Queen Alexandra's RANC, Queen Alexandra's RNNS, Royal Air Force Establishments (civilian personnel), Royal Air Force Establishments (service personnel), Royal Marines, Royal Navy establishments (civilian personnel), Royal Navy establishments (service personnel), Support for defence plans and exercises for civilians, Territorial Army, Womens Royal Air Force, Womens Royal Army Corps, Ministry of Defence (civilian personnel), Military ports, Administration supervision and operation of engineering, and other non-combat forces and commands, Administration supervision and operation of intelligence and other non-combat forces and commands, Administration supervision and operation of land, sea, air and space defence forces, Administration supervision and operation of military defence affairs , Administration supervision and operation of reserve/auxiliary forces of the defence establishment, Administrative, operational and supervisory services related to civil defence, Administrative, operational and supervisory services related to military defence, Army establishment (civilian personnel), Army establishment (service personnel), Civil defence administration, Defence activities, Health activities for military personnel in the field, Maritime search and rescue (military), Military defence administration, Military logistics , Womens Royal Naval Service"""
367,842,8423,84230,Justice and judicial activities,"b'Administration and operation of administrative civil and criminal law courts , Local authority observation and assessment centres, Lord Chancellors Department, Magistrates court, Military tribunals administration and operation, Official solicitor, Pensions appeal tribunal, Prison administration and operation, Prisons (excluding naval and military), Probate registry, Registrars Office (Courts of Justice), Rehabilitation services for prisoners, Remand centres, Restrictive Practices Court, Sheriffs Court (Scotland), Stipendiary magistrates, Supreme court of judicature, Tribunals, Justice of the Peace, Judge advocates, Appeal Committee of the House of Lords, Arbitration of civil actions, Companies court, Coroners court, Correctional services , County court, Court of appeal, Court of protection, Court of session (Scotland), Court of the Lord Lyon, Crown court, Crown prosecution service, Detention centres, High Court of Justice, High court of Justice in Bankruptcy, High Court of Justiciary (Scotland), Judge, Young offender centres'"
368,843,8430,84300,Compulsory social security activities,"b'Compulsory social security administration concerning family and child benefits, Compulsory social security administration concerning government employee pension schemes, Compulsory social security administration concerning permanent loss of income due to disablement, Compulsory social security administration concerning retirement pensions, Compulsory social security administration concerning unemployment benefits, Compulsory social security administration of sickness, maternity or temporary disablement benefits, Funding and administration of government provided retirement pensions, , Funding and administration of government provided sickness, work-accident and unemployment insurance'"
369,851,8510,85100,Pre-primary education,"b'Church schools at nursery and primary level, Hospital schools at nursery and primary level, Kindergartens, Nursery schools, Pre-primary education'"
370,854,8541,85410,Post-secondary non-tertiary education,"b'College of nursing, Higher education (sub degree level), Post-secondary non-tertiary vocational education, School of languages, Vocational education at post-secondary non-tertial level'"
371,854,8542,85421,First-degree level higher education,"b'College of higher education (degree level), University college, University, Universities Central Council on Admissions, Theological college specialising in higher education course, Study leading to a one year post graduate certificate of education (PGCE), Polytechnics, Performing arts schools providing tertiary education, Open University, Military college, Medical school, Law college, Higher education at the first degree level, Graduate school for business studies, First-degree level higher education, Dental college or school, Council for National Academic Awards, Correspondence college specialising in higher education courses (degree level), University medical or dental school'"
372,854,8542,85422,Post-graduate level higher education,"b'Higher education at post-graduate level, Post-graduate college'"
373,861,8610,86101,Hospital activities,"b'Urologist (public sector), Orthopaedic hospital (public sector), Orthopaedic hospital (private sector), Ophthalmic hospital (public sector), Ophthalmic hospital (private sector), Nuffield Hospital Trust, Morbid anatomy specialist (public sector), Military hospital (public sector), Military base hospitals, Mental hospital (public sector), Mental hospital (private sector), Mental health specialist (public sector), Mental handicap hospital (public sector), Medical consultant (public sector), Maternity hospital (public sector), Maternity hospital (private sector), Leprosaria (public sector), Isolation hospital (public sector), Pre-convalescent hospital (private sector), Pre-convalescent hospital (public sector), Tuberculosis hospital (public sector), Surgeon (public sector), Special hospital (public sector), Special hospital (private sector), Social medicine specialist (public sector), Smallpox hospital (public sector), Sanatoria providing hospital type care (public sector), Sanatoria providing hospital type care (private sector), Rehabilitation hospital (public sector), Rehabilitation hospital (private sector), Rampton Hospital, Radiotherapist (public sector), Radiologist (public sector), Psychiatric unit (private sector), Private hospital, Prison hospitals, Preventoria providing hospital type care (public sector), Infirmary (public sector), Infirmary (private sector), Infectious disease specialist (public sector), Ear, nose and throat hospital (public sector), Ear, nose and throat hospital (private sector), Dental hospital (public sector), Dental hospital (private sector), Convalescent home (public sector providing medical care), Convalescent home (private sector providing medical care), Chronic sick hospital (public sector), Chronic sick hospital (private sector), Childrens hospital (public sector), Childrens hospital (private sector), Central sterile supply department (public sector), Central sterile supply department (private sector), Broadmoor Hospital, Asylums (public sector), Asylums (private sector), Anaesthetist (public sector), Accident and emergency service (public sector), Ear, nose and throat specialist (public sector), Eye hospital (private sector), Infectious disease hospital (public sector), Hospital activities (public sector), Hospital activities (private sector), Hospice (public sector), Hospice (private sector), Haematologist (public sector), Gynaecologist (public sector), Geriatrician (public sector), Geriatric hospital (public sector), Geriatric hospital (private sector), Genito-urinary specialist (public sector), General medicine consultant (private sector), General medical consultant (public sector), General hospital psychiatric unit (public sector), General hospital (public sector), Eye specialist (public sector), Eye hospital (public sector), Accident and emergency service (private sector)'"
374,861,8610,86102,Medical nursing home activities,b'Nursing home with medical care (under the direct supervision of medical doctors)'
375,869,8690,86900,Other human health activities,"b""Transplant organ banks, Physiotherapy clinic, Physiotherapist (private), Pathological laboratory, Para-medical practitioner activities, Osteopath (not registered medical practitioner), Ophthalmic clinic, Occupational therapist (private), Nursing co-operative, Nurse (private), Neuropath, Midwife (private), Midwife (NHS), Psychiatric clinic, Psychiatric day hospital, St Johns ambulance brigade, St Andrew's ambulance brigade, Sperm banks, Speech therapist (own account), Speech therapist (NHS), Scottish Ambulance Service, School medical clinic, School health service, School dental nurse, Radiographer (private), Public health laboratory, Psychologist, Medical laboratories, Maternity clinic, Community psychiatric nurse (NHS), Community medical service clinics, Community health service, Collection of female human urine for hormone extraction, Clinic (health service), Chiropractor clinic (own account), Chiropodist (private), Chiropodist (NHS), Blood transfusion service, Blood banks, Artificial limb and appliance centre, Artificial kidney unit, Dental hygienist, Dental therapist, Maternity and child welfare services, Mass radiography service, Limb fitting centre, Homeopath (not registered medical practitioner), Home nurse (NHS), Health visitor, Health centre, Foot clinic (private), Foot clinic (NHS), Family Planning Association clinics (not providing medical treatment), District nurse, Disablement services centres, Ambulance service"""
